url,label
https://www.hethport.uni-wuerzburg.de/HFR/glossar_sucheG.php?gr=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FfvFOSRyQEWBE2.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjYxNmE3YTZjNzc3NzZiNzE3MTc3NzgyZTMwMzIzMTMxMzEzMDY2MzYyZDM1MzEzNDM2MmQzNDYxNjQzNzJkNjE2MjY2MzAyZDYyMzkzMTYxNjQ2NjM4NjQzNTY2NjYzMzJlNjM2YzY5NjM2YjJmNjE2MjM3MzUzMzM4MzEzMzJkMzYzNTYyMzgyZDM0MzkzNzMwMmQzOTM5NjQzNDJkNjIzMjYyMzI2MTYyNjMzMjMxMzI2NTM2MmU3MDY4NzA%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://www.lenslab.co.uk/blog.php?blogid=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FQdFgMlFxkNJbl.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjc4NjQ2YTc0N2EyZTMwMzIzMTMxMzEzMDY2MzYyZDM1MzEzNDM2MmQzNDYxNjQzNzJkNjE2MjY2MzAyZDYyMzkzMTYxNjQ2NjM4NjQzNTY2NjYzMzJlNjM2YzY5NjM2YjJmNjE2MjM3MzUzMzM4MzEzMzJkMzYzNTYyMzgyZDM0MzkzNzMwMmQzOTM5NjQzNDJkNjIzMjYyMzI2MTYyNjMzMjMxMzI2NTM2MmU3MDY4NzA%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://www.fourfreedomsblog.com/Blog.php?Act=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2F69HaedjcoGJHw.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjc4NjI2ODZmNjE2ZTY1NjM3NDc4NjM2YzJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://www.flexsoftware.co.th/news_detail.php?newsId=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FVWWuZLV67PRtG.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjYxNjU2ODczNzAyZTMwMzIzMTMxMzEzMDY2MzYyZDM1MzEzNDM2MmQzNDYxNjQzNzJkNjE2MjY2MzAyZDYyMzkzMTYxNjQ2NjM4NjQzNTY2NjYzMzJlNjM2YzY5NjM2YjJmNjE2MjM3MzUzMzM4MzEzMzJkMzYzNTYyMzgyZDM0MzkzNzMwMmQzOTM5NjQzNDJkNjIzMjYyMzI2MTYyNjMzMjMxMzI2NTM2MmU3MDY4NzA%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://oqxliia.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://ffaffx.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://m.kmle.co.kr/search.php?Search=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FNMbFhfCq2XQje.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjZmNzE3ODZjNjk2OTYxMmUzMDMyMzEzMTMxMzA2NjM2MmQzNTMxMzQzNjJkMzQ2MTY0MzcyZDYxNjI2NjMwMmQ2MjM5MzE2MTY0NjYzODY0MzU2NjY2MzMyZTYzNmM2OTYzNmIyZjYxNjIzNzM1MzMzODMxMzMyZDM2MzU2MjM4MmQzNDM5MzczMDJkMzkzOTY0MzQyZDYyMzI2MjMyNjE2MjYzMzIzMTMyNjUzNjJlNzA2ODcw%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://ertvpavdzond.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://de.colomboag.ch/index.php?site=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FtB75rXsgzm59O.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY1NzI3NDc2NzA2MTc2NjQ3YTZmNmU2NDJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://ajzlwwkqqwx.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://aehsp.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
http://osm.hlidskjalf.is/settlements.php?idc=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FbovsNzJinXXNZ.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjY2NjY2MTY2NjY3ODJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://remboursement-prime.com/,phishing
https://www.remboursement-prime.com/,phishing
https://remboursement-prime.com/pages/mobile/connexion/connexion.php,phishing
https://ver1ficar369.netlify.app/,phishing
http://ver1ficar369.netlify.app,phishing
https://appshome-trezor.wixstudio.com/en-us,phishing
http://started-ledgecdn.wixstudio.com/en-us,phishing
https://started-ledgecdn.wixstudio.com:443/en-us,phishing
http://apphome-ledger.wixstudio.com/us-en,phishing
https://apphome-ledger.wixstudio.com:443/us-en,phishing
http://ledgar-startapp.wixstudio.com/ext-en,phishing
http://apphome-ledger.wixstudio.com/en-us,phishing
https://apphome-ledger.wixstudio.com:443/en-us,phishing
http://legercomstartt.wixstudio.com/com-en,phishing
http://appshome-ledger.wixstudio.com/us-en,phishing
https://appshome-ledger.wixstudio.com:443/us-en,phishing
https://en-ledge-cmstart.zapier.app/en-us,phishing
https://page-desktop-en.zapier.app/,phishing
http://allegrolokalnie.pl-ogloszenie5987223471.cyou/oferta/jacuzzi-ogrodowe-intex-purespa-sb-h20,phishing
http://allegrolokalnie.lokalna-oferta153573618.lat,phishing
https://allianz-hub.vercel.app/,phishing
https://sucvirtualcol360-production.up.railway.app/,phishing
https://opportunity4verifiedapply.surge.sh/,phishing
https://www.ernestosanta.com/cocoemenz,phishing
http://www.ernestosanta.com/cocoemenz/,phishing
https://www.ernestosanta.com/cocoemenz/,phishing
https://allegrolokalnie.lokalna-ofeta129.sbs/oferta/DJI-Mini-4-Pro-+-DJI-RC-2-+-3-baterie-%7C-pe%C5%82ny-zestaw-%7C-bardzo-dobry-stan/773340737,phishing
https://en-trezosuites.wixstudio.com/us-en,phishing
https://homepage-bridgeus.wixstudio.com/us-en,phishing
https://global-bridgelive.wixstudio.com/bridge-en-us,phishing
https://bridge-applives.wixstudio.com/bridge-en,phishing
https://global-bridgelive.wixstudio.com/en-us,phishing
https://homepage-ladger.wixstudio.com/live-en,phishing
https://homepage-ladger.wixstudio.com/en-live,phishing
https://screen-desktoplive.wixstudio.com/desktop,phishing
https://screen-desktoplive.wixstudio.com/us-en,phishing
https://screen-desktoplive.wixstudio.com/live,phishing
https://desktop-client.wixstudio.com/en-us,phishing
https://homepage-ladger.wixstudio.com/us-en,phishing
https://screen-desktoplive.wixstudio.com/en-us,phishing
https://homepage-ladger.wixstudio.com/desktop,phishing
https://servers-desktops.wixstudio.com/en-us,phishing
https://en-apps-exedusweb.wixstudio.com/en-us,phishing
http://allegrolokalnie.oferta2305925494037493058.click,phishing
https://7jsjn3vdrx.us-east-2.awsapprunner.com/?e=redacted@abuse.ionos.com,phishing
https://xioamigpscar.cheetahcar.shop/.well-known/jufjjf/,phishing
https://geometrydashgolden.wixstudio.com/harpfaint/blank-2,phishing
https://meteora-eng.wixstudio.com/us-en,phishing
https://kolejain.wixstudio.com/crypto,phishing
https://newsuite-apps.wixstudio.com/us-en,phishing
https://share-trexo.wixstudio.com/us-en,phishing
https://startbridges-com.wixstudio.com/bridge-en-us,phishing
https://ioapps-starts-trezon.wixstudio.com/en-start,phishing
https://more-trzor.wixstudio.com/us-en,phishing
https://homepage-trexor-suit.wixstudio.com/enus,phishing
https://manage-trezo.wixstudio.com/en-us,phishing
https://en-global-home-pages.wixstudio.com/global,phishing
https://global-ledgarus.wixstudio.com/us-en,phishing
https://us-live-desktop.wixstudio.com/en-desktop,phishing
https://us-live-desktop.wixstudio.com/us-en,phishing
https://livedesktop-us.wixstudio.com/en-us,phishing
https://livedesktop-us.wixstudio.com/live,phishing
https://us-live-desktop.wixstudio.com/live,phishing
https://us-live-desktop.wixstudio.com/desktop,phishing
https://getpublic-desktop.wixstudio.com/en-us,phishing
https://supportlives.wixstudio.com/live,phishing
https://startd-nowlive.wixstudio.com/en-us,phishing
https://appsldgerlive.wixstudio.com/us-en,phishing
https://livepage-ldgren.wixstudio.com/us-en,phishing
https://supportlives.wixstudio.com/en-us,phishing
https://servers-desktops.wixstudio.com/us-en,phishing
https://appsldgerlive.wixstudio.com/en-us,phishing
https://appsldgerlive.wixstudio.com/start,phishing
http://legercomstartt.wixstudio.com/us-en,phishing
https://legercomstartt.wixstudio.com:443/us-en,phishing
http://allegrolokalnie.kup-teraz-17299263-pozostale.cyou,phishing
https://sum-app.co/,phishing
https://heet.pl/lol/,phishing
https://primoweb.com/.tmb,phishing
https://primoweb.com/.tmb/,phishing
https://sum-app.co/de-de/,phishing
https://sum-app.co/uk-uk/,phishing
https://sum-app.co/de-de/web/login.php,phishing
https://sum-app.co/uk-uk/web/login.php,phishing
https://login.jhfkjwf.com/?CHgaWXz3DtFR&amp;type=dpoint,phishing
http://allegrolokalnie.pl-oferta2223554.sbs,phishing
https://registro-digital-2026-amnj.cr-web.workers.dev,phishing
https://registro-digital-2026-amnj.cr-web.workers.dev/servicios,phishing
https://startd-liveledger.wixstudio.com/live-us,phishing
https://ledgar-startapp.wixstudio.com/ext-en,phishing
https://startd-liveledger.wixstudio.com/home,phishing
https://ledgar-startapp.wixstudio.com/en-ext,phishing
https://xamanwalelt.zapier.app/en-us,phishing
https://looginn-laedger.zapier.app/io,phishing
https://trezor-bridge-guide.zapier.app/bridge,phishing
https://more-trezriocdn.wixstudio.com/en-us,phishing
https://official-homebrige.wixstudio.com/un-usa,phishing
https://trzro-iostart.wixstudio.com/us-en,phishing
https://en-lear-trezor.wixstudio.com/suite-io,phishing
https://moretrzor.wixstudio.com/start-en,phishing
https://startingio-traxor.wixstudio.com/start,phishing
https://more-trezriocdn.wixstudio.com/us-en,phishing
https://trezor-suittee.wixstudio.com/suite-en,phishing
https://www.crbnrc.online/,phishing
https://snap-quanta-agate.s3.ap-northeast-1.amazonaws.com/4MVRH?email=redacted@abuse.ionos.com,phishing
http://allegrolokalnie.i786132.lat/oferta/pergola-z-lamelowym-dachem-39-x-49-rezerwacja,phishing
https://ipfs.io/ipfs/bafkreieqybgmcmbzg3mmazv7zmthh7jb6wbttptn5vrf7gunlm6csplvxq,phishing
https://bafkreieqybgmcmbzg3mmazv7zmthh7jb6wbttptn5vrf7gunlm6csplvxq.ipfs.inbrowser.link/,phishing
https://preview-coinbase.com/,phishing
https://preview-coinbase.com/loading-starter.php?client_id=c6d0e511-a22b-90ae-079c-5fff523e7515&oauth_challenge=YHm5sQUksHOSkrBPBPWLK1rYcBeZdoZ2e5-omJ2w3jA,phishing
https://cosevii.cc/cr,phishing
https://pravly.site/,phishing
https://www.pravly.site/,phishing
https://wallt-up-ogin-held-cdn.square.site/,phishing
https://easy4freeget.surge.sh/,phishing
https://get-you-free-blue-tick-verify-badge.surge.sh/,phishing
https://magrigereposmain.wasmer.app/,phishing
https://ipfs.io/ipfs/bafybeig2vmqhnk7hqoij7cilv2t4dt6nmfrooc5jphhixwmvkkihyffrga,phishing
https://bafybeig2vmqhnk7hqoij7cilv2t4dt6nmfrooc5jphhixwmvkkihyffrga.ipfs.inbrowser.link/,phishing
https://e-form.dana-dibekukan.my.id/,phishing
https://admin.booking.id0195.com/,phishing
http://allegrolokalnie.pl-oferta78348.click/oferta/l/-961756617?id=e0db5952-fa94-4a86-a618-39554fe5aa45,phishing
https://de-una-app.vercel.app/home,phishing
https://deuna.vercel.app/login.html,phishing
https://pichincha.debohui.com/ec,phishing
https://monespace-reglement.com/,phishing
https://monespace-reglement.com/support/login/,phishing
https://planosupermax.uk/?Pagbanktaxas,phishing
https://everyincomeinv43096.weebly.com/,phishing
https://hopeful-pattern-576764.framer.app/,phishing
https://chatty-selfies-379458.framer.app/,phishing
https://paactualizatubuzondecorreo1.weebly.com/,phishing
https://comcastcardiinfo.weebly.com/,phishing
https://rejuvenated-communication-751142.framer.app/,phishing
https://bulky-music-772717.framer.app/,phishing
https://www.bdll843954.pro/,phishing
https://outlookspainworking.weebly.com/,phishing
https://stellar-message-200886.framer.app/,phishing
https://www.bdll843954.pro/captcha.php,phishing
https://schmidts-fresh-site.webflow.io/,phishing
https://ghyhjyhgjuyghghj.weebly.com/,phishing
https://nextvvbrr53ffgmzzxxuyoptt9saqr.framer.website/,phishing
https://sdfpozimmbra.weebly.com/,phishing
https://milourd.bdll843954.pro/,phishing
https://concerned-illustrations-347708.framer.app/,phishing
https://gleaming-diamond-544297.framer.app/,phishing
https://milourd.bdll843954.pro/captcha.php,phishing
https://abdel.bdll843954.pro/,phishing
https://abdel.bdll843954.pro/captcha.php,phishing
https://remi.bdll843954.pro/,phishing
https://remi.bdll843954.pro/captcha.php,phishing
https://celine.bdll843954.pro/,phishing
https://sistemadeetiquetados.weebly.com/,phishing
https://quaint-personalization-795390.framer.app/,phishing
https://celine.bdll843954.pro/captcha.php,phishing
https://cultural-delivers-375414.framer.app/,phishing
https://web-kopra-update.godaddysites.com/,phishing
https://newacademicnoticeactive.weebly.com/,phishing
https://kind-overlay-410833.framer.app/,phishing
https://winshoutcu1xii.weebly.com/,phishing
https://physical-action-375149.framer.app/,phishing
https://driving-service-443265.framer.app/,phishing
https://offcewebirer2.weebly.com/,phishing
https://inexpensive-octopus-567597.framer.app/,phishing
https://generic-pear-046159.framer.app/,phishing
https://famous-career-556834.framer.app/,phishing
https://scsalud--es.weebly.com/,phishing
https://sewaqetruo.weebly.com/,phishing
https://webmail-support-center.framer.website/,phishing
https://microsave6.godaddysites.com/,phishing
https://coral-outcomes-139800.framer.app/,phishing
https://gruppere.weebly.com/,phishing
https://outlookperuline.weebly.com/,phishing
https://kdoirpjdoruwqe.weebly.com/,phishing
https://groupecommercialsupport.weebly.com/,phishing
https://mail-rajasthan-gov-in.weebly.com/,phishing
https://oommnniitteell.framer.ai/,phishing
https://httpscommunitybcb2go.weebly.com/,phishing
https://semscomss.weebly.com/,phishing
https://daveberidge.wixsite.com/cxfom,phishing
https://traditional-haggis-658794.framer.app/,phishing
https://ytuigfjkvuikm.weebly.com/,phishing
https://appreciative-evidence-507905.framer.app/,phishing
https://sleepy-prototyper-918123.framer.app/,phishing
https://secondary-resources-166957.framer.app/,phishing
https://pleasant-tulip-342191.framer.app/,phishing
https://dcfcfccfvcc.weebly.com/,phishing
https://authfremont.weebly.com/,phishing
https://38476665.weebly.com/,phishing
https://qaorofkgoirliur.weebly.com/,phishing
https://neat-prototyper-466925.framer.app/,phishing
https://allegrolokalinie.pl-478892.sbs/oferta/tokarka-do-metalu-optimum-opti-d1325gh-0dd07e93,phishing
https://klelnanzeigen-deutch.orangecountycraneservice.com/receive/order/e89i5-_VGNN?r=0x3&__cf_chl_rt_tk=f7VIvevmUoibPPWU4kwgE.saAWgEHZnppRhD0oOg2e8-1780086283-1.0.1.1-Arf9VJdz1iUoAzDK0xs_nq.MPUf7581Ar4m8LVC5YYs,phishing
https://klelnanzeigen-deutch.orangecountycraneservice.com/receive/order/e89i5-_VGNN?r=0x3&__cf_chl_rt_tk=zvSbesNblcWINdrD8ZgqZXY.npNyPdvZfu0ePw5v_vc-1780086277-1.0.1.1-Fr0zGqvaIqTRKSgSyOqqaoCVAkJh8h.el9zUHkx2Avs,phishing
https://klelnanzeigen-deutch.orangecountycraneservice.com/receive/order/e89i5-_VGNN?r=0x3,phishing
http://allegrolokalnie.pljzknsmxoipp0.lat,phishing
http://allegrolokalnie.oferta23948ubdmso3958264958.shop/oferta/nowa-ps5-pro-2tb-nieodpakowana,phishing
https://www.assessoriabritto.com/,phishing
https://yzkzh.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://zs.gebrauchte.at/index.php?prod=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FRktYuy4f2vswP.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjc5N2E2YjdhNjgyZTMwMzIzMTMxMzEzMDY2MzYyZDM1MzEzNDM2MmQzNDYxNjQzNzJkNjE2MjY2MzAyZDYyMzkzMTYxNjQ2NjM4NjQzNTY2NjYzMzJlNjM2YzY5NjM2YjJmNjE2MjM3MzUzMzM4MzEzMzJkMzYzNTYyMzgyZDM0MzkzNzMwMmQzOTM5NjQzNDJkNjIzMjYyMzI2MTYyNjMzMjMxMzI2NTM2MmU3MDY4NzA%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://www.sportclipsjobs.com/sportclips-applynow.php?storeId=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FjsXjq8OgS7Iqi.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjcyNzY3ODY0Njg3NjY1MmUzMDMyMzEzMTMxMzA2NjM2MmQzNTMxMzQzNjJkMzQ2MTY0MzcyZDYxNjI2NjMwMmQ2MjM5MzE2MTY0NjYzODY0MzU2NjY2MzMyZTYzNmM2OTYzNmIyZjYxNjIzNzM1MzMzODMxMzMyZDM2MzU2MjM4MmQzNDM5MzczMDJkMzkzOTY0MzQyZDYyMzI2MjMyNjE2MjYzMzIzMTMyNjUzNjJlNzA2ODcw%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://www.punco.slavistik.uni-muenchen.de/inter_view.php?ref=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2Fti5yntj5LmY0F.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjc0NzY2MjcxNmY2YTc0MmUzMDMyMzEzMTMxMzA2NjM2MmQzNTMxMzQzNjJkMzQ2MTY0MzcyZDYxNjI2NjMwMmQ2MjM5MzE2MTY0NjYzODY0MzU2NjY2MzMyZTYzNmM2OTYzNmIyZjYxNjIzNzM1MzMzODMxMzMyZDM2MzU2MjM4MmQzNDM5MzczMDJkMzkzOTY0MzQyZDYyMzI2MjMyNjE2MjYzMzIzMTMyNjUzNjJlNzA2ODcw%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://tvbqojt.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://vjykycbrrl.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://www.france-sire.com/videocourses.php/article-lessentiel-46050-deces_de_lilian_franzel.php?date=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FYsWOQmSaW4tWM.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjYxNmY2NTc5Njc2Yjc3NjM2NjdhNzI3MTJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://tggiueirl.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://smapyuwvv.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://opensfhistory.org/moreNeighborhoodPhotos.php?n=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FJ2eWJ9g2MuJA6.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjc0Njc2NzY5NzU2NTY5NzI2YzJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://rvxdhve.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://muibmjcyheb.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://ecotoursturkey.com/EcoTours/search.php?destination=%22%2F%3E%3Cimg%20src%3D%22https%3A%2F%2Fgoogle.com%2FWnW9Luah3UpBR.jpg%22%20onerror%3D%22window.location%3DdecodeURIComponent%28atob%28%27Njg3NDc0NzA3MzNhMmYyZjczNmQ2MTcwNzk3NTc3NzY3NjJlMzAzMjMxMzEzMTMwNjYzNjJkMzUzMTM0MzYyZDM0NjE2NDM3MmQ2MTYyNjYzMDJkNjIzOTMxNjE2NDY2Mzg2NDM1NjY2NjMzMmU2MzZjNjk2MzZiMmY2MTYyMzczNTMzMzgzMTMzMmQzNjM1NjIzODJkMzQzOTM3MzAyZDM5Mzk2NDM0MmQ2MjMyNjIzMjYxNjI2MzMyMzEzMjY1MzYyZTcwNjg3MA%3D%3D%27%29.replace%28%2F%28..%29%2Fg%2C%20%27%25%241%27%29%29%3B%22%3E,phishing
https://aoeygkwcfzrq.021110f6-5146-4ad7-abf0-b91adf8d5ff3.click/ab753813-65b8-4970-99d4-b2b2abc212e6.php,phishing
https://allegrolokalinie.pl-18423.sbs/oferta/tokarka-do-metalu-optimum-opti-d1325gh-0dd07e93,phishing
http://allegrolokalnie.smart-ofeta47.shop,phishing
https://httpscommunitybcb2go.weebly.com,phishing
https://fmqby.buzz/tvYZxwSl/,phishing
https://fredds.comagros.my/login.php,phishing
https://corcel.comagros.my,phishing
https://cr3s3-con-tu-apollo.gamer.gd/,phishing
https://notificaciones-activarcuentausuariobhd.weebly.com/,phishing
http://suportebritto.com/,phishing
https://onbankinginternet.app,phishing
https://dop-si-desconoce-este-consumo-cancele-aqui-dom.weebly.com,phishing
https://bradesco.validaracessospj.digital/gerente,phishing
https://netempresachat.online,phishing
